0 0.420000
1 0.620000
2 9.260000
3 4.600000
4 12.580000
5 4.660000
6 12.760000
7 12.160000
8 16.540000
9 18.460000
10 8.380000
11 28.040000
12 11.360000
13 2000.020000
14 2000.020000
15 2000.020000
16 2000.020000
17 2000.020000
18 2000.020000
19 2000.020000
20 2000.020000
